Data,Hora,Download,Upload,ID do Servidor,Nome do Servidor,IP,Ping
06 May 2023,23:06,268.16 Mb/s,173.57 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.242
06 May 2023,23:07,272.16 Mb/s,159.99 Mb/s,12717,"Bento Gonçalves",138.59.48.28,3.836
06 May 2023,23:08,264.85 Mb/s,174.78 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.200
06 May 2023,23:09,272.05 Mb/s,148.51 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.348
06 May 2023,23:10,259.00 Mb/s,170.84 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.349
06 May 2023,23:11,268.58 Mb/s,165.16 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.526
06 May 2023,23:12,264.76 Mb/s,174.82 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.661
06 May 2023,23:13,267.63 Mb/s,170.26 Mb/s,12717,"Bento Gonçalves",138.59.48.28,3.830
06 May 2023,23:14,255.09 Mb/s,163.56 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.965
06 May 2023,23:15,270.83 Mb/s,153.20 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.216
06 May 2023,23:16,251.99 Mb/s,173.87 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.330
06 May 2023,23:17,273.65 Mb/s,158.95 Mb/s,12717,"Bento Gonçalves",138.59.48.28,3.978
06 May 2023,23:18,264.74 Mb/s,167.85 Mb/s,12717,"Bento Gonçalves",138.59.48.28,3.994
06 May 2023,23:19,270.50 Mb/s,168.98 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.290
06 May 2023,23:20,266.50 Mb/s,166.29 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.463
06 May 2023,23:21,272.79 Mb/s,158.54 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.372
06 May 2023,23:22,264.41 Mb/s,167.86 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.559
06 May 2023,23:23,268.44 Mb/s,138.77 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.049
06 May 2023,23:24,264.21 Mb/s,161.85 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.749
06 May 2023,23:25,271.72 Mb/s,171.30 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.218
06 May 2023,23:26,266.21 Mb/s,165.07 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.592
06 May 2023,23:27,271.74 Mb/s,170.54 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.328
06 May 2023,23:28,263.15 Mb/s,164.45 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.331
06 May 2023,23:29,270.19 Mb/s,138.99 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.249
06 May 2023,23:31,268.10 Mb/s,152.41 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.070
06 May 2023,23:32,269.08 Mb/s,171.26 Mb/s,12717,"Bento Gonçalves",138.59.48.28,3.875
06 May 2023,23:33,267.76 Mb/s,150.76 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.433
06 May 2023,23:34,264.77 Mb/s,170.93 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.403
06 May 2023,23:35,271.10 Mb/s,153.49 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.653
06 May 2023,23:36,268.72 Mb/s,161.97 Mb/s,12717,"Bento Gonçalves",138.59.48.28,3.706
06 May 2023,23:37,262.70 Mb/s,165.88 Mb/s,12717,"Bento Gonçalves",138.59.48.28,4.797
06 May 2023,23:38,273.51 Mb/s,121.13 Mb/s,12717,"Bento Gonçalves",138.59.48.28,3.824
